video_id,frame_count,first_crash_frame_index,crash_frame_count,timing,weather,egoinvolve,source_startframe,youtube_id,total_bytes
001426,50,36,14,Day,Normal,No,003062,0163,5742433
001427,50,30,20,Day,Rainy,Yes,003307,0163,8988663
001428,50,37,13,Day,Normal,Yes,003634,0163,6711599
001429,50,46,4,Day,Snowy,Yes,003718,0163,4385670
001430,50,30,20,Day,Rainy,Yes,003843,0163,6158426
001431,50,30,20,Day,Snowy,No,003921,0163,5000860
001432,50,45,5,Day,Rainy,No,004038,0163,4700452
001433,50,32,18,Day,Normal,No,004169,0163,4771798
001434,50,33,17,Night,Normal,No,005122,0163,6123367
001435,50,31,19,Day,Normal,No,005376,0163,5199054
001436,50,36,14,Day,Snowy,No,000503,0164,3347932
001437,50,36,14,Night,Normal,No,001225,0164,7516533
001438,50,36,14,Day,Normal,No,001567,0164,4929026
001439,50,39,11,Night,Snowy,Yes,001850,0164,3086420
001440,50,35,15,Day,Normal,No,001929,0164,4307594
001441,50,31,19,Day,Normal,Yes,002145,0164,7840095
001442,50,46,4,Day,Normal,No,002394,0164,4590778
001443,50,43,7,Day,Normal,No,002636,0164,4895793
001444,50,30,20,Day,Normal,No,002762,0164,5027507
001445,50,33,17,Day,Normal,Yes,003136,0164,7281270
001446,50,48,2,Day,Snowy,Yes,003318,0164,5864115
001447,50,41,9,Day,Snowy,No,003496,0164,3557472
001448,50,39,11,Day,Snowy,No,003723,0164,9501649
001449,50,37,13,Day,Normal,No,004016,0164,6940757
001450,50,30,20,Day,Normal,No,000102,0165,4736061
001451,50,46,4,Day,Snowy,No,000209,0165,3850423
001452,50,32,18,Day,Normal,Yes,000327,0165,10042286
001453,50,38,12,Day,Rainy,No,000422,0165,4980880
001454,50,37,13,Day,Normal,Yes,001021,0165,5664451
001455,50,35,15,Day,Snowy,Yes,001218,0165,5498571
001456,50,32,18,Day,Normal,No,001520,0165,5619448
001457,50,48,2,Day,Normal,No,001607,0165,5135080
001458,50,43,7,Day,Normal,Yes,001802,0165,4120949
001459,50,40,10,Day,Normal,Yes,002350,0165,3882933
001460,50,33,17,Day,Normal,No,002537,0165,5052840
001461,50,49,1,Day,Normal,Yes,002640,0165,4568492
001462,50,49,1,Day,Snowy,No,002735,0165,6654741
001463,50,30,20,Day,Normal,Yes,003150,0165,4160750
001464,50,37,13,Night,Snowy,Yes,003429,0165,4481521
001465,50,33,17,Day,Normal,No,003802,0165,4365997
001466,50,30,20,Day,Normal,No,003983,0165,8239143
001467,50,36,14,Day,Snowy,Yes,000121,0166,3966066
001468,50,45,5,Day,Normal,No,000201,0166,5897899
001469,50,35,15,Day,Snowy,Yes,000391,0166,8450827
001470,50,41,9,Day,Rainy,Yes,000842,0166,5115532
001471,50,30,20,Day,Normal,No,001430,0166,5530363
001472,50,40,10,Day,Snowy,No,001541,0166,4670781
001473,50,44,6,Day,Snowy,Yes,001765,0166,4746502
001474,50,39,11,Day,Snowy,No,002064,0166,4357936
001475,50,30,20,Day,Snowy,Yes,002556,0166,5452043
001476,50,34,16,Day,Normal,Yes,003476,0166,6498014
001477,50,31,19,Day,Snowy,Yes,000112,0167,6923063
001478,50,49,1,Day,Snowy,Yes,000370,0167,3183345
001479,50,30,20,Day,Snowy,Yes,000513,0167,4094458
001480,50,45,5,Day,Snowy,No,000937,0167,5082160
001481,50,33,17,Day,Snowy,Yes,001682,0167,3351879
001482,50,38,12,Day,Normal,No,002215,0167,9413145
001483,50,41,9,Day,Normal,No,002682,0167,4772146
001484,50,45,5,Day,Normal,No,002971,0167,6801939
001485,50,41,9,Night,Normal,Yes,003834,0167,4484526
001486,50,37,13,Day,Snowy,Yes,004186,0167,7784104
001487,50,48,2,Day,Snowy,No,004275,0167,5168573
001488,50,34,16,Day,Snowy,No,000102,0168,5283650
001489,50,37,13,Day,Normal,Yes,000340,0168,3810668
001490,50,33,17,Day,Normal,No,000523,0168,4807878
001491,50,37,13,Day,Snowy,No,003790,0168,4528785
001492,50,38,12,Day,Snowy,Yes,004728,0168,6154658
001493,50,32,18,Day,Snowy,No,004961,0168,4738823
001494,50,47,3,Day,Snowy,Yes,005172,0168,2872573
001495,50,35,15,Day,Normal,Yes,000485,0169,5721681
001496,50,45,5,Day,Snowy,Yes,002116,0169,8378338
001497,50,48,2,Day,Normal,Yes,002591,0169,5981726
001498,50,47,3,Day,Snowy,Yes,004798,0169,5651918
001499,50,45,5,Day,Snowy,No,000548,0170,5265751
001500,50,45,5,Day,Normal,Yes,000799,0170,6383057
